target,run_tag,shap_tag,param_a,param_b,mean_abs_shap_interaction,note
classification,K30_v1_20260803_024351,featbf16ef_seed1234_shapseed1234_n8000,w1_energy,w4_policy,0.116110355,"SHAP interaction magnitude is in outcome units, not a variance proportion; compare qualitatively against the corresponding Sobol S2, not numerically."
