target,parameter,S1,S1_conf,ST,ST_conf
peak_mutiny,rebel_threshold,0.32778621187678775,0.05254798421446572,0.658716077130885,0.06234446579058672
peak_mutiny,w1,0.34166168368960875,0.0480298339661856,0.6728755436312261,0.05973727105700484
collapse_quarter,rebel_threshold,0.40294409741180665,0.06928431370528806,0.9711523707759798,0.07288551260405957
collapse_quarter,w1,0.030132093664118995,0.05879092672213797,0.6066210117592192,0.055019961434764356
