target,parameter,S1,S1_conf,ST,ST_conf
peak_mutiny,w1,0.9288999921205711,0.048938362502167314,0.9709552935459251,0.04578157736038178
peak_mutiny,w4,0.029812889689499276,0.018153739665602027,0.0718644327687536,0.0076763157336737
collapse_quarter,w1,0.8303068981750464,0.055189129261360326,1.0013677279941688,0.04688322363100623
collapse_quarter,w4,0.005866700348897604,0.02556816594683135,0.16893960342122946,0.0156517161011093
