target,parameter,S1,S1_conf,ST,ST_conf
peak_mutiny,w1,0.15343468023143608,0.07555967096287644,0.20820825970676982,0.05803542699992128
peak_mutiny,intervention_quarter,0.5796053990370233,0.13773512400298052,0.6692474001893401,0.13333013896340087
peak_mutiny,intervention_coverage,0.070031046439359,0.07272379057948967,0.14491364285444197,0.04948390502588443
peak_mutiny,rebel_threshold,0.058526456283757806,0.07037902065636023,0.14589265015828953,0.05104248968149831
collapse_quarter,w1,0.16764274130829823,0.17551603201434837,0.4756968304766393,0.13777387454846937
collapse_quarter,intervention_quarter,0.2130730329005207,0.13004198858011484,0.3713767760260211,0.14064271755321464
collapse_quarter,intervention_coverage,0.0724225875714719,0.068693724457224,0.3279602615200362,0.1362714140933416
collapse_quarter,rebel_threshold,0.08209799925064955,0.11180600166593978,0.41357600507856734,0.1376866088868135
