row_index,rebel_threshold,w1,peak_mutiny_mean,peak_mutiny_std,collapse_quarter_mean,collapse_quarter_std
227,0.6062158203125,0.032746582031250006,77.224,38.98441616851534,10.2,5.6000000000000005
228,0.6741650390625,0.024304199218750003,77.884,39.15698946548368,11.0,6.099180272790763
229,0.7112158203125,0.024304199218750003,72.23400000000001,39.12292197676447,11.6,6.437390775772433
230,0.6741650390625,0.05024658203125001,77.166,38.97135132376089,10.6,5.851495535331118
231,0.6741650390625,0.05024658203125001,77.166,38.97135132376089,10.6,5.851495535331118
232,0.7112158203125,0.024304199218750003,72.23400000000001,39.12292197676447,11.6,6.437390775772433
233,0.7112158203125,0.05024658203125001,76.776,38.89237333976933,11.0,6.099180272790763
234,0.6041650390625,0.059304199218750006,87.672,21.071507207601453,11.6,3.2
235,0.6412158203125,0.059304199218750006,78.75800000000001,39.452379598701015,10.4,5.71314274283428
236,0.6041650390625,0.01524658203125,77.748,39.117847793558376,10.2,5.6000000000000005
237,0.6041650390625,0.01524658203125,77.748,39.117847793558376,10.2,5.6000000000000005
238,0.6412158203125,0.059304199218750006,78.75800000000001,39.452379598701015,10.4,5.71314274283428
239,0.6412158203125,0.01524658203125,77.284,38.99829001379419,10.8,5.946427498927402
240,0.6129150390625,0.02867919921875,77.85,39.14703053872669,10.4,5.71314274283428
241,0.7199658203125,0.02867919921875,73.414,38.85951085641712,11.6,6.437390775772433
242,0.6129150390625,0.028371582031250002,77.756,39.120098977379904,10.4,5.71314274283428
243,0.6129150390625,0.028371582031250002,77.756,39.120098977379904,10.4,5.71314274283428
244,0.7199658203125,0.02867919921875,73.414,38.85951085641712,11.6,6.437390775772433
245,0.7199658203125,0.028371582031250002,73.24600000000001,38.88837954968039,11.6,6.437390775772433
246,0.6829150390625,0.06367919921875001,77.864,39.151117276522264,10.6,5.851495535331118
247,0.6499658203124999,0.06367919921875001,78.624,39.402201765891206,10.4,5.71314274283428
248,0.6829150390625,0.06337158203125,77.892,39.15934953494504,10.6,5.851495535331118
249,0.6829150390625,0.06337158203125,77.892,39.15934953494504,10.6,5.851495535331118
250,0.6499658203124999,0.06367919921875001,78.624,39.402201765891206,10.4,5.71314274283428
251,0.6499658203124999,0.06337158203125,78.59,39.38974993573836,10.4,5.71314274283428
252,0.7179150390625,0.01117919921875,62.414,46.19122843138078,8.6,7.939773296511683
253,0.6849658203125,0.01117919921875,68.69,40.734069278676294,12.0,6.723094525588644
254,0.7179150390625,0.01087158203125,62.05,46.5919520947556,8.6,7.939773296511683
255,0.7179150390625,0.01087158203125,62.05,46.5919520947556,8.6,7.939773296511683
256,0.6849658203125,0.01117919921875,68.69,40.734069278676294,12.0,6.723094525588644
257,0.6849658203125,0.01087158203125,68.43199999999999,40.896876359937316,12.0,6.723094525588644
258,0.6479150390624999,0.04617919921875001,77.212,38.981685135458164,10.6,5.851495535331118
259,0.6149658203124999,0.04617919921875001,77.468,39.04310561417982,10.4,5.71314274283428
260,0.6479150390624999,0.045871582031250004,77.236,38.98716178436178,10.6,5.851495535331118
261,0.6479150390624999,0.045871582031250004,77.236,38.98716178436178,10.6,5.851495535331118
