timestamp,universe_id,model_version,w1_energy,w2_drought,w3_rebellion,w4_policy,w5_social,despair_rate,rebellion_sentence_weight,natural_death_rate_quarterly,threshold,intervention_type,intervention_quarter,intervention_threshold,intervention_coverage,intervention_applied,n_promoted,mean_despair_pre,mean_despair_post,drought_enabled,n_voyages_sampled,n_agents,total_gdp,peak_mutiny,collapse_quarter,final_mortality
1786420966784,23,v1,0.0567,0.8216,0.3104,1.6068,0.2065,0.003,0.0908,0.002973,0.662,1,26,66.48,0.704,1,0,19.68,19.68,0,30,6369,306260.2,92.21,18,11.1
1786420969274,24,v1,0.0456,0.5016,0.4034,0.9629,0.3924,0.003,0.1743,0.001611,0.614,1,14,96.38,0.954,1,6143,13.0,0.0,0,30,6281,390705.8,0.0,-1,6.72
1786420970927,25,v1,0.061,0.424,0.3556,0.807,0.5183,0.003,0.2278,0.001521,0.667,1,24,24.15,0.75,1,1474,18.278,13.506,0,30,5839,281158.7,88.12,17,5.21
1786420973555,26,v1,0.0417,0.6058,0.4496,1.2467,0.3188,0.003,0.2036,0.003285,0.615,0,13,64.52,0.644,1,2123,12.0,8.556,0,30,6427,319674.8,56.6,17,12.88
1786420976546,27,v1,0.039,0.5614,0.1923,2.3479,0.6833,0.003,0.212,0.003462,0.69,0,25,98.78,0.751,1,0,0.0,0.0,0,30,6206,361286.2,0.0,-1,12.31
1786420963749,28,v1,0.0323,0.4156,0.3485,1.4633,0.8661,0.003,0.1102,0.00297,0.71,0,26,92.52,0.55,1,0,0.0,0.0,0,30,6366,358752.0,0.0,-1,10.73
1786420966153,29,v1,0.0105,0.7484,0.3284,1.9597,0.1592,0.003,0.0955,0.001824,0.613,0,4,54.36,0.851,1,3253,3.0,2.473,0,30,6211,378511.3,0.0,-1,7.39
1786420968065,30,v1,0.0414,0.5938,0.2391,1.4719,0.5964,0.003,0.1747,0.001223,0.679,0,18,49.92,0.606,1,2175,17.0,10.888,0,30,5462,334426.3,2.78,-1,4.98
1786420970176,31,v1,0.0663,0.3537,0.4127,1.6169,0.7308,0.003,0.1856,0.003324,0.619,0,15,45.73,0.371,1,1417,14.0,11.664,0,30,7640,260041.3,71.27,16,12.96
1786420971837,32,v1,0.0422,0.6113,0.4897,1.1165,0.8306,0.003,0.1384,0.003218,0.615,0,21,86.08,0.605,1,0,17.076,17.076,0,30,5957,181858.2,93.17,16,12.2
1786420975024,33,v1,0.0494,0.6,0.4704,1.7749,0.3737,0.003,0.0665,0.002403,0.7,1,20,81.17,0.87,1,3299,18.989,9.018,0,30,6560,361767.2,47.26,19,8.55
1786420976845,34,v1,0.0523,0.5178,0.3127,0.9627,0.8762,0.003,0.1078,0.003715,0.662,0,32,82.63,0.922,1,0,19.653,19.653,0,30,6020,193946.7,91.23,17,14.1
1786420964165,35,v1,0.0491,0.6699,0.1248,2.2237,0.7576,0.003,0.1185,0.001415,0.639,1,17,45.37,0.852,1,5897,16.0,0.0,0,30,6026,358637.0,0.0,-1,5.19
1786420965918,36,v1,0.0344,0.6403,0.2031,1.4839,0.8968,0.003,0.1108,0.002763,0.607,0,19,79.56,0.99,1,1680,18.0,13.232,0,30,5940,261195.6,61.51,18,10.77
1786420967439,37,v1,0.076,0.7421,0.3762,1.7388,0.3801,0.003,0.0844,0.003544,0.622,0,36,20.05,0.747,1,1213,20.454,16.0,0,30,5786,219306.8,99.31,16,12.84
1786420969949,38,v1,0.0117,0.3329,0.2686,2.1036,0.1083,0.003,0.0999,0.002812,0.628,1,16,60.18,0.891,1,6455,15.0,0.069,0,30,6787,385537.1,0.0,-1,11.02
1786420972165,39,v1,0.0673,0.8096,0.4383,2.2114,0.7228,0.003,0.1752,0.001992,0.651,0,16,21.31,0.674,1,2994,15.0,8.734,0,30,6384,337372.3,43.74,17,7.16
1786420975602,40,v1,0.0223,0.2461,0.2738,1.4197,0.6269,0.003,0.2473,0.001317,0.706,1,10,41.04,0.659,1,6243,9.0,0.146,0,30,6406,393062.5,0.0,-1,5.14
1786420978040,41,v1,0.0483,0.3514,0.3054,1.972,0.1351,0.003,0.0691,0.002394,0.688,0,20,31.38,0.352,1,679,19.0,16.9,0,30,5773,318093.8,37.53,19,8.92
1786420964609,42,v1,0.0214,0.4103,0.1792,1.1102,0.1343,0.003,0.1038,0.002032,0.641,0,10,65.46,0.704,1,2693,9.0,5.619,0,30,5675,340168.9,0.0,-1,7.68
1786420966390,43,v1,0.0744,0.5276,0.1603,1.4534,0.471,0.003,0.0635,0.00181,0.61,0,21,89.85,0.526,1,0,16.556,16.556,0,30,6146,231681.3,96.44,16,6.2
1786420967761,44,v1,0.0301,0.5208,0.1647,1.7736,0.9575,0.003,0.1597,0.002091,0.586,0,36,35.03,0.556,1,0,20.231,20.231,0,30,6019,215337.1,87.87,18,8.81
1786420970120,45,v1,0.0361,0.6815,0.4336,1.2606,0.2072,0.003,0.2387,0.001399,0.67,1,5,47.47,0.463,1,3550,4.0,1.515,0,30,5758,345520.4,9.07,-1,5.33
1786420971616,46,v1,0.0663,0.5047,0.1369,1.2463,0.7532,0.003,0.1556,0.003316,0.604,1,25,90.85,0.766,1,0,17.297,17.297,0,30,5645,172913.8,88.52,16,12.1
1786420974582,47,v1,0.0282,0.6455,0.2207,1.4084,0.5376,0.003,0.091,0.001788,0.592,1,6,48.26,0.643,1,4633,5.0,0.777,0,30,5532,311305.8,13.46,-1,7.19
1786420976969,48,v1,0.0741,0.6271,0.1015,1.2092,0.2673,0.003,0.1341,0.00298,0.682,1,30,50.71,0.757,1,3573,21.224,7.304,0,30,6045,313513.8,86.9,17,10.64
1786420965409,49,v1,0.0168,0.7986,0.4076,1.5176,0.8279,0.003,0.0739,0.002914,0.621,1,17,91.73,0.667,1,6007,16.0,0.843,0,30,6642,374282.8,0.0,-1,10.87
1786420967613,50,v1,0.0376,0.8114,0.2941,2.1853,0.655,0.003,0.1209,0.003047,0.717,0,34,36.12,0.612,1,0,0.0,0.0,0,30,6629,384961.6,0.0,-1,11.54
1786420969397,51,v1,0.0572,0.5302,0.468,2.3653,0.7476,0.003,0.1659,0.002743,0.622,0,17,97.04,0.786,1,0,16.0,16.0,0,30,6424,205996.0,84.26,17,10.57
1786420971094,52,v1,0.0546,0.7076,0.2265,2.2219,0.7114,0.003,0.2396,0.002401,0.681,1,25,25.66,0.708,1,988,14.613,10.996,0,30,5655,302106.6,71.23,18,9.18
1786420972960,53,v1,0.0209,0.6849,0.2936,1.7976,0.9255,0.003,0.1802,0.002881,0.703,0,23,80.95,0.709,1,0,0.0,0.0,0,30,5092,298180.9,0.0,-1,10.84
1786420975627,54,v1,0.0752,0.7156,0.423,1.8261,0.6998,0.003,0.1641,0.002512,0.706,0,35,39.55,0.633,1,0,23.33,23.33,0,30,5813,257661.1,84.63,17,9.22
1786420977993,55,v1,0.0246,0.8119,0.3072,2.0785,0.6371,0.003,0.2496,0.002851,0.599,0,8,91.04,0.792,1,0,7.0,7.0,0,30,5803,325124.6,35.73,19,10.48
1786420976386,56,v1,0.0339,0.4147,0.1149,1.7704,0.1532,0.003,0.1751,0.003108,0.677,1,26,65.45,0.626,1,0,0.0,0.0,0,30,5795,317870.0,0.0,-1,11.37
1786420978439,57,v1,0.0587,0.8582,0.2277,1.5614,0.14,0.003,0.1274,0.00284,0.691,0,20,81.17,0.319,1,0,18.737,18.737,0,30,5495,272923.0,94.55,18,10.41
1786420980849,58,v1,0.0795,0.8015,0.2483,1.7969,0.9255,0.003,0.1135,0.003268,0.668,0,15,53.03,0.528,1,2320,14.0,9.703,0,30,6778,300588.0,55.82,17,12.32
1786420982957,59,v1,0.0326,0.5391,0.2773,1.3048,0.1638,0.003,0.2398,0.001347,0.719,1,12,28.59,0.633,1,5013,11.0,0.901,0,30,5529,333451.9,0.0,-1,4.83
1786420985410,60,v1,0.0279,0.9892,0.4183,2.2844,0.3766,0.003,0.1328,0.00292,0.592,1,10,55.95,0.659,1,4617,9.0,2.016,0,30,6129,338893.5,19.88,-1,11.26
1786420987565,61,v1,0.0715,0.8874,0.1283,0.8039,0.3999,0.003,0.0564,0.001962,0.678,1,21,93.67,0.961,1,0,17.569,17.569,0,30,6588,286380.9,85.88,17,7.41
1786420990382,62,v1,0.0191,0.5232,0.4272,2.1612,0.4014,0.003,0.1618,0.001664,0.664,1,10,24.79,0.436,1,3290,9.0,4.545,0,30,6735,401343.9,0.0,-1,5.85
1786420978574,63,v1,0.0226,0.5692,0.2654,1.8316,0.6046,0.003,0.203,0.003449,0.599,0,9,31.03,0.616,1,2055,8.0,5.809,0,30,5797,338007.5,1.0,-1,13.44
1786420980762,64,v1,0.0601,0.7154,0.2072,2.41,0.2779,0.003,0.1455,0.002949,0.645,1,35,78.96,0.664,1,0,24.187,24.187,0,30,6126,283681.7,94.21,18,11.35
1786420983020,65,v1,0.0318,0.2759,0.3629,1.6076,0.2556,0.003,0.102,0.001672,0.645,0,35,35.66,0.613,1,0,7.059,7.059,0,30,6201,331744.8,28.29,19,6.32
1786420985397,66,v1,0.0295,0.4163,0.1357,1.933,0.8707,0.003,0.0746,0.003019,0.612,1,7,48.25,0.853,1,6336,6.0,0.0,0,30,6457,353247.8,0.0,-1,11.09
1786420987880,67,v1,0.0466,0.6091,0.2646,2.4446,0.8518,0.003,0.0517,0.002128,0.609,1,8,67.62,0.932,1,5366,7.0,0.0,0,30,5440,325690.3,0.0,-1,8.79
1786420990485,68,v1,0.0666,0.3427,0.2877,1.4323,0.4077,0.003,0.1184,0.003657,0.675,0,14,77.94,0.501,1,2530,13.0,8.675,0,30,6759,331299.3,52.15,17,13.42
1786420992859,69,v1,0.0417,0.5666,0.4631,1.1762,0.1524,0.003,0.1089,0.001237,0.619,0,8,93.85,0.403,1,0,7.0,7.0,0,30,6511,292480.3,88.97,17,4.67
1786420978570,70,v1,0.0535,0.9525,0.3755,1.8536,0.9088,0.003,0.0763,0.002079,0.638,0,8,83.13,0.664,1,0,7.0,7.0,0,30,7023,228957.5,85.73,17,7.85
1786420980569,71,v1,0.0496,0.9422,0.278,2.4063,0.3989,0.003,0.127,0.003547,0.582,1,35,72.79,0.929,1,0,20.936,20.936,0,30,6072,239580.6,94.71,16,13.59
1786420981952,72,v1,0.0574,0.4011,0.3015,2.2436,0.2981,0.003,0.2049,0.001436,0.623,0,24,77.79,0.509,1,0,18.187,18.187,0,30,5690,248850.3,85.78,17,5.96
1786420984992,73,v1,0.0296,0.4611,0.2566,2.3428,0.5807,0.003,0.1466,0.002136,0.682,1,16,67.79,0.997,1,6680,15.0,0.0,0,30,6896,385061.2,0.0,-1,7.93
1786420987508,74,v1,0.0268,0.3221,0.1075,1.5199,0.2306,0.003,0.1074,0.001487,0.667,0,29,83.49,0.805,1,0,0.0,0.0,0,30,6184,352407.9,0.0,-1,5.5
1786420989437,75,v1,0.0679,0.269,0.1444,1.4792,0.926,0.003,0.2191,0.002955,0.601,0,6,86.24,0.747,1,0,5.0,5.0,0,30,6450,198796.6,100.0,16,11.32
1786420991186,76,v1,0.0735,0.5598,0.2701,2.4407,0.6929,0.003,0.1002,0.001529,0.63,0,8,78.93,0.392,1,0,7.0,7.0,0,30,6132,234062.1,89.54,16,6.1
1786420979383,77,v1,0.0351,0.4614,0.2501,1.2456,0.4258,0.003,0.1529,0.003063,0.652,1,17,38.69,0.386,1,2331,16.0,8.8,0,30,5465,323396.2,21.14,19,12.39
1786420981781,78,v1,0.0257,0.4403,0.3379,2.3449,0.8894,0.003,0.098,0.003373,0.667,0,5,83.49,0.788,1,0,4.0,4.0,0,30,6428,382252.7,0.0,-1,13.02
1786420984171,79,v1,0.0135,0.3504,0.3713,2.3655,0.125,0.003,0.1978,0.003537,0.682,1,11,21.11,0.703,1,5503,10.0,0.779,0,30,6201,363468.4,0.0,-1,13.37
1786420986553,80,v1,0.0584,0.4819,0.4175,2.3269,0.4263,0.003,0.0515,0.002272,0.611,0,9,70.92,0.748,1,2308,8.0,5.619,0,30,5930,304880.8,53.51,17,8.33
1786420988659,81,v1,0.05,0.7401,0.2852,2.3909,0.4729,0.003,0.1351,0.002204,0.64,0,23,92.01,0.526,1,0,18.869,18.869,0,30,6319,285633.6,88.49,18,8.39
1786420991147,82,v1,0.0287,0.3886,0.3485,2.2701,0.1782,0.003,0.0936,0.001729,0.584,1,15,68.67,0.676,1,4312,14.0,3.512,0,30,5903,351370.2,17.59,-1,6.61
1786420993687,83,v1,0.0132,0.7054,0.315,1.2739,0.1394,0.003,0.1276,0.003626,0.635,0,5,56.43,0.69,1,2123,4.0,3.257,0,30,5793,318892.6,0.0,-1,13.84
1786420980155,84,v1,0.0715,0.694,0.1162,1.3495,0.2995,0.003,0.1678,0.002195,0.644,0,33,25.94,0.6,1,517,21.67,20.07,0,30,6653,293457.9,91.47,16,8.27
1786420982759,85,v1,0.0302,0.5255,0.1719,2.1031,0.3019,0.003,0.2326,0.003546,0.691,1,12,87.02,0.607,1,4310,11.0,3.549,0,30,6609,397764.1,0.0,-1,12.17
1786420985043,86,v1,0.0128,0.3262,0.425,0.9056,0.3585,0.003,0.074,0.003156,0.717,0,22,87.1,0.729,1,0,0.0,0.0,0,30,6324,365017.2,0.0,-1,12.19
1786420986954,87,v1,0.0484,0.6936,0.4254,0.9461,0.4003,0.003,0.0762,0.003397,0.58,0,22,30.76,0.416,1,250,16.344,15.686,0,30,5774,174658.4,91.89,15,12.28
1786420989557,88,v1,0.0492,0.3876,0.4357,2.4042,0.2319,0.003,0.1806,0.001838,0.646,1,26,63.17,0.826,1,2699,19.496,10.977,0,30,6583,338961.0,85.8,17,7.17
1786420992356,89,v1,0.0501,0.8614,0.3957,2.3946,0.4245,0.003,0.0527,0.001727,0.592,1,16,73.74,0.728,1,6417,15.0,0.383,0,30,6752,400393.7,2.55,-1,6.4
1786420995011,90,v1,0.0137,0.4717,0.1679,2.1094,0.2552,0.003,0.1957,0.001418,0.705,1,29,80.33,0.875,1,0,0.0,0.0,0,30,5830,350505.2,0.0,-1,5.61
1786420980353,91,v1,0.0541,0.909,0.3765,1.4488,0.479,0.003,0.2432,0.002633,0.619,1,22,96.05,0.761,1,0,17.262,17.262,0,30,6173,232984.2,94.87,16,9.91
1786420982238,92,v1,0.0168,0.6765,0.3052,0.8723,0.9012,0.003,0.0573,0.003737,0.661,1,9,49.6,0.393,1,2586,8.0,4.018,0,30,5369,312837.1,0.0,-1,14.23
1786420984617,93,v1,0.0142,0.671,0.321,2.188,0.2232,0.003,0.166,0.003322,0.607,1,27,51.63,0.97,1,0,0.0,0.0,0,30,6411,385822.9,0.0,-1,12.45
1786420986787,94,v1,0.0574,0.8222,0.2405,1.8591,0.4011,0.003,0.2024,0.003325,0.622,1,22,31.76,0.593,1,1035,17.565,14.439,0,30,6253,286591.4,93.69,17,12.57
1786420989847,95,v1,0.037,0.9968,0.2785,1.6537,0.9442,0.003,0.1305,0.003757,0.628,1,10,33.78,0.75,1,6034,9.0,0.666,0,30,6744,375490.6,6.6,-1,14.0
1786420991659,96,v1,0.0484,0.5653,0.4847,2.1255,0.7451,0.003,0.2132,0.002037,0.6,0,31,84.5,0.923,1,0,19.0,19.0,0,30,5864,185495.9,94.66,17,7.67
1786420994651,97,v1,0.0763,0.6029,0.3483,1.1538,0.7079,0.003,0.2227,0.00134,0.681,1,11,38.51,0.797,1,6493,10.0,0.0,0,30,6577,396370.4,0.0,-1,5.22
1786420981161,98,v1,0.0514,0.387,0.2008,1.8818,0.7464,0.003,0.1783,0.003611,0.616,1,35,39.21,0.638,1,785,20.125,17.345,0,30,6394,228817.2,90.65,17,13.89
1786420983354,99,v1,0.0541,0.6676,0.1593,1.5314,0.9316,0.003,0.1441,0.001423,0.606,1,5,53.98,0.924,1,6067,4.0,0.0,0,30,6112,359216.2,0.0,-1,5.48
1786420985535,100,v1,0.0546,0.3765,0.1291,2.3806,0.3258,0.003,0.2305,0.001306,0.695,0,10,30.43,0.856,1,3259,9.0,4.971,0,30,5742,330154.8,20.65,19,4.95
1786420987504,101,v1,0.0578,0.7463,0.3546,1.9332,0.5631,0.003,0.0549,0.002221,0.61,0,24,77.74,0.946,1,0,17.671,17.671,0,30,6444,225031.3,95.54,16,8.66
1786420989846,102,v1,0.0532,0.4654,0.1787,1.9919,0.3728,0.003,0.2207,0.003752,0.632,0,20,68.45,0.828,1,0,17.932,17.932,0,30,6130,274402.5,85.35,17,14.23
1786420991793,103,v1,0.0575,0.7153,0.4934,0.8918,0.7195,0.003,0.1313,0.002483,0.63,0,21,59.5,0.502,1,0,16.842,16.842,0,30,5880,172563.6,87.04,16,9.29
1786420994326,104,v1,0.0271,0.9635,0.4269,1.8283,0.8407,0.003,0.1653,0.003763,0.645,1,6,89.5,0.324,1,2550,5.0,2.984,0,30,6447,356624.0,6.45,-1,14.12
1786420981330,105,v1,0.0683,0.7268,0.1256,0.9986,0.6583,0.003,0.1,0.003498,0.647,1,21,96.26,0.442,1,0,17.204,17.204,0,30,6407,236397.4,95.95,17,13.28
1786420983610,106,v1,0.0475,0.4075,0.3377,2.1457,0.6627,0.003,0.1246,0.002281,0.7,0,30,66.43,0.769,1,0,9.073,9.073,0,30,6813,373318.7,42.5,19,9.01
1786420985580,107,v1,0.0571,0.8296,0.3882,2.2692,0.5353,0.003,0.2121,0.003711,0.657,0,9,27.14,0.407,1,1702,8.0,6.3,0,30,6183,305197.0,61.05,17,13.91
1786420988420,108,v1,0.0431,0.3531,0.3845,1.0168,0.5148,0.003,0.2258,0.00323,0.696,1,14,74.81,0.627,1,5264,13.0,1.555,0,30,6199,362279.6,4.18,-1,11.49
1786420990107,109,v1,0.0445,0.6143,0.3621,1.2868,0.6899,0.003,0.1712,0.002843,0.649,0,26,38.57,0.548,1,0,19.023,19.023,0,30,5853,202166.4,87.6,17,10.97
1786420992742,110,v1,0.0795,0.4784,0.1846,1.122,0.198,0.003,0.2142,0.001396,0.666,0,9,55.9,0.737,1,3315,8.0,4.741,0,30,6171,322198.1,40.53,16,5.15
1786420996055,111,v1,0.0101,0.851,0.1663,1.0133,0.299,0.003,0.0606,0.00329,0.633,0,16,35.43,0.511,1,2041,15.0,10.636,0,30,6377,382307.7,0.0,-1,12.48
1786420993662,112,v1,0.0644,0.7985,0.3589,1.4367,0.7459,0.003,0.0654,0.0021,0.593,1,24,47.03,0.482,1,650,17.046,15.329,0,30,6716,222378.7,100.0,16,8.61
1786420996324,113,v1,0.0415,0.2205,0.2912,2.2104,0.239,0.003,0.091,0.001886,0.639,0,19,74.25,0.854,1,0,18.0,18.0,0,30,6087,330040.4,57.81,18,6.88
1786420998092,114,v1,0.0714,0.6032,0.3636,2.0693,0.634,0.003,0.0824,0.003631,0.583,1,33,47.84,0.38,1,571,18.401,16.851,0,30,7597,216910.0,97.35,16,13.79
1786421000747,115,v1,0.0528,0.2561,0.1376,1.8667,0.8283,0.003,0.1571,0.00313,0.7,1,28,28.56,0.914,1,1130,8.567,4.448,0,30,6278,343302.8,41.46,19,12.14
1786421003013,116,v1,0.0283,0.6804,0.2743,1.7898,0.5395,0.003,0.2305,0.002262,0.613,1,18,94.12,0.411,1,3534,17.0,7.684,0,30,6686,384588.0,23.98,19,8.76
1786421004828,117,v1,0.0458,0.7812,0.1139,2.3535,0.7149,0.003,0.083,0.002633,0.591,1,16,21.64,0.725,1,4582,15.0,2.972,0,30,5943,352030.8,18.17,-1,10.11
1786421006538,118,v1,0.0593,0.8165,0.395,2.2275,0.9078,0.003,0.1167,0.0022,0.604,0,14,23.44,0.855,1,3214,13.0,6.982,0,30,6062,302436.0,42.41,17,8.86
1786420994141,119,v1,0.0534,0.9061,0.2269,2.1654,0.6501,0.003,0.2278,0.003458,0.592,0,31,82.0,0.701,1,0,18.782,18.782,0,30,6769,209531.3,95.07,16,12.62
1786420996962,120,v1,0.0382,0.7297,0.1632,2.1496,0.5796,0.003,0.1196,0.003691,0.626,1,4,38.62,0.737,1,6404,3.0,0.0,0,30,6469,369609.9,0.0,-1,13.57
1786420999221,121,v1,0.0522,0.8357,0.2669,1.3639,0.2926,0.003,0.1935,0.00124,0.707,1,31,28.07,0.758,1,2769,16.501,5.637,0,30,6115,350045.5,70.59,19,4.61
1786421001452,122,v1,0.0498,0.702,0.3116,1.8161,0.7796,0.003,0.1662,0.003655,0.667,0,6,29.4,0.777,1,2869,5.0,3.453,0,30,5687,292121.4,42.06,19,13.89
1786421003675,123,v1,0.0621,0.2654,0.219,2.4057,0.5193,0.003,0.1929,0.002691,0.667,1,4,79.53,0.84,1,6010,3.0,0.086,0,30,6243,358405.9,2.48,-1,10.01
1786421005485,124,v1,0.0739,0.4481,0.4796,1.2012,0.361,0.003,0.1659,0.003735,0.684,0,17,30.62,0.474,1,1435,16.0,12.623,0,30,6306,303853.2,64.85,17,13.76
1786421006824,125,v1,0.0456,0.8806,0.3204,1.6658,0.9243,0.003,0.2448,0.002621,0.612,1,18,57.69,0.714,1,1901,17.0,11.222,0,30,5827,268226.8,61.0,17,9.34
1786420996270,126,v1,0.0498,0.2187,0.3626,1.9181,0.754,0.003,0.0658,0.003491,0.647,0,13,73.39,0.803,1,3056,12.0,6.266,0,30,5565,294763.7,37.12,18,12.92
1786420998740,127,v1,0.0502,0.637,0.1802,1.372,0.1354,0.003,0.0686,0.001552,0.591,1,4,75.45,0.418,1,3012,3.0,1.406,0,30,5693,308208.0,43.27,17,6.15
1786421001318,128,v1,0.0397,0.3592,0.4764,1.7755,0.2556,0.003,0.0529,0.001443,0.712,1,19,53.84,0.787,1,6230,18.0,0.75,0,30,6655,413800.9,0.0,-1,5.5
1786421003498,129,v1,0.0644,0.4523,0.425,2.4657,0.9971,0.003,0.2307,0.003128,0.674,1,11,40.34,0.55,1,3967,10.0,3.649,0,30,6449,350182.7,31.34,18,12.37
1786421004937,130,v1,0.052,0.6505,0.2579,2.1319,0.6154,0.003,0.2066,0.002073,0.638,0,33,42.19,0.97,1,0,22.115,22.115,0,30,5721,244055.1,86.33,17,7.92
1786421007157,131,v1,0.0113,0.2148,0.2247,1.7061,0.9085,0.003,0.1325,0.002051,0.617,1,6,39.0,0.814,1,6034,5.0,0.0,0,30,6093,365933.9,0.0,-1,8.24
1786421009182,132,v1,0.0685,0.3017,0.2739,1.529,0.174,0.003,0.1064,0.003448,0.68,1,8,54.88,0.745,1,4990,7.0,0.903,0,30,5874,314867.3,11.78,-1,12.84
1786420997466,133,v1,0.0246,0.9911,0.1732,1.48,0.8504,0.003,0.1185,0.002017,0.702,1,25,49.21,0.594,1,0,0.0,0.0,0,30,6948,401824.2,0.0,-1,7.71
1786421000644,134,v1,0.0114,0.7169,0.4523,2.0368,0.642,0.003,0.1327,0.001598,0.589,0,5,77.79,0.447,1,0,4.0,4.0,0,30,6640,395862.3,0.0,-1,5.75
