timestamp,universe_id,model_version,w1_energy,w2_drought,w3_rebellion,w4_policy,w5_social,despair_rate,rebellion_sentence_weight,natural_death_rate_quarterly,threshold,intervention_type,intervention_quarter,intervention_threshold,intervention_coverage,intervention_applied,n_promoted,mean_despair_pre,mean_despair_post,drought_enabled,n_voyages_sampled,n_agents,total_gdp,peak_mutiny,collapse_quarter,final_mortality
1786434305482,4050,v1,0.0108,0.7523,0.2702,2.1559,0.5097,0.032,0.175,0.00233,0.606,0,34,71.6,0.52,1,0,18.402,18.402,0,30,6511,192301.6,90.09,15,9.48
1786434307227,4051,v1,0.0744,0.4301,0.4017,2.1698,0.874,0.032,0.1936,0.001434,0.629,0,35,60.18,0.819,1,0,17.651,17.651,0,30,5895,163525.2,90.86,14,5.34
1786434308925,4052,v1,0.0766,0.8846,0.1707,0.8648,0.8924,0.032,0.0525,0.002732,0.619,1,15,26.32,0.607,1,0,14.0,14.0,0,30,6867,178022.7,100.0,14,10.22
1786434310390,4053,v1,0.0578,0.2448,0.412,1.1815,0.8603,0.032,0.0747,0.003759,0.65,0,35,98.25,0.98,1,0,17.826,17.826,0,30,6071,165986.1,94.83,14,14.59
1786434312977,4054,v1,0.0298,0.6936,0.388,2.1428,0.5979,0.032,0.1023,0.002104,0.64,1,10,39.45,0.719,1,5681,9.0,0.916,0,30,6460,356929.4,9.0,-1,8.33
1786434314300,4055,v1,0.0302,0.5907,0.3361,1.0976,0.6141,0.032,0.06,0.003541,0.646,1,34,80.02,0.925,1,0,17.864,17.864,0,30,5994,167807.7,84.27,15,13.11
1786434314414,4056,v1,0.0546,0.3134,0.4942,2.1836,0.9562,0.032,0.1747,0.001382,0.704,1,31,72.13,0.817,1,0,18.522,18.522,0,30,6444,194997.1,88.59,16,5.46
1786434315863,4057,v1,0.0238,0.3952,0.4759,1.9276,0.7454,0.032,0.2004,0.002709,0.594,0,34,31.65,0.807,1,0,15.876,15.876,0,30,6172,145074.4,88.67,12,10.52
1786434317892,4058,v1,0.0103,0.4819,0.4839,1.28,0.8877,0.032,0.0676,0.003648,0.714,0,33,67.35,0.655,1,0,8.124,8.124,0,30,6063,289379.5,38.2,19,12.82
1786434319827,4059,v1,0.0545,0.7877,0.489,1.945,0.4207,0.032,0.2438,0.003614,0.6,0,27,25.31,0.955,1,444,15.553,14.524,0,30,6328,173548.9,92.04,13,13.37
1786434321893,4060,v1,0.0188,0.744,0.3365,1.2732,0.9828,0.032,0.1783,0.00266,0.623,0,26,49.13,0.998,1,0,16.154,16.154,0,30,5958,163922.7,91.2,14,10.52
1786434323462,4061,v1,0.0165,0.593,0.473,1.0686,0.3768,0.032,0.1796,0.00316,0.684,0,8,88.96,0.339,1,0,7.0,7.0,0,30,6821,221277.5,88.15,17,11.6
1786434325543,4062,v1,0.0647,0.8566,0.2837,1.3051,0.4679,0.032,0.188,0.001398,0.64,1,22,46.74,0.482,1,566,15.49,14.101,0,30,6426,202554.0,91.23,14,5.09
1786434314934,4063,v1,0.0367,0.6997,0.4163,1.4649,0.6453,0.032,0.063,0.002932,0.626,1,27,56.89,0.456,1,0,16.343,16.343,0,30,6343,169323.8,91.59,14,11.75
1786434317023,4064,v1,0.0454,0.4157,0.4612,1.6732,0.7392,0.032,0.1651,0.002418,0.632,1,14,20.82,0.327,1,2645,13.0,7.685,0,30,6677,257894.2,50.13,14,9.21
1786434318344,4065,v1,0.0301,0.5547,0.1671,2.152,0.299,0.032,0.0834,0.001564,0.586,0,10,77.83,0.548,1,0,9.0,9.0,0,30,5195,143186.5,87.75,14,6.01
1786434320021,4066,v1,0.063,0.4573,0.4713,2.3953,0.3867,0.032,0.0859,0.002571,0.645,0,20,43.59,0.805,1,0,15.348,15.348,0,30,6058,171021.4,95.83,14,9.57
1786434322570,4067,v1,0.0398,0.6033,0.4026,1.769,0.8962,0.032,0.0769,0.002815,0.599,1,6,35.18,0.554,1,3764,5.0,1.491,0,30,5432,263919.7,26.21,14,10.81
1786434324960,4068,v1,0.0713,0.3243,0.1914,1.0475,0.8755,0.032,0.1224,0.002355,0.708,1,8,62.51,0.542,1,4540,7.0,1.587,0,30,5952,315775.3,19.72,-1,8.8
1786434326579,4069,v1,0.0327,0.9955,0.4674,1.949,0.1832,0.032,0.0806,0.001733,0.602,1,17,21.88,0.942,1,921,13.803,11.488,0,30,5592,179463.8,83.87,13,6.96
1786434315717,4070,v1,0.0263,0.5289,0.2206,1.8377,0.1422,0.032,0.1525,0.001436,0.639,1,19,69.79,0.309,1,0,16.281,16.281,0,30,6923,196610.2,90.48,16,5.66
1786434318051,4071,v1,0.067,0.2182,0.2054,0.8051,0.4644,0.032,0.1417,0.003178,0.671,1,4,91.78,0.595,1,4966,3.0,0.638,0,30,6363,333421.7,21.17,15,11.83
1786434320147,4072,v1,0.0646,0.51,0.3434,1.4167,0.1003,0.032,0.1075,0.001343,0.601,0,10,55.28,0.46,1,2064,9.0,6.798,0,30,6629,238664.3,60.32,12,5.02
1786434323316,4073,v1,0.0212,0.7799,0.3009,0.8329,0.3627,0.032,0.1871,0.001557,0.682,1,16,25.73,0.472,1,3963,15.0,5.735,0,30,6570,324692.6,34.97,17,5.59
