timestamp,universe_id,model_version,w1_energy,w2_drought,w3_rebellion,w4_policy,w5_social,despair_rate,rebellion_sentence_weight,natural_death_rate_quarterly,threshold,intervention_type,intervention_quarter,intervention_threshold,intervention_coverage,intervention_applied,n_promoted,mean_despair_pre,mean_despair_post,drought_enabled,n_voyages_sampled,n_agents,total_gdp,peak_mutiny,collapse_quarter,final_mortality
1786081778262,1506,v1,0.0402,0.7351,0.4464,2.16,0.39,0.03032,0.1116,0.003283,0.633,0,14,74.34,0.827,1,0,12.905,12.905,1,50,10496,238325.8,100.0,13,12.44
1786081781782,1507,v1,0.0164,0.3763,0.4075,2.2429,0.7313,0.02602,0.1432,0.002904,0.644,0,17,65.87,0.711,1,5088,16.0,8.318,0,50,9729,465344.2,37.38,18,10.84
1786081773758,1508,v1,0.0455,0.7922,0.2867,2.2001,0.3424,0.02933,0.1366,0.003529,0.689,1,30,89.71,0.519,1,0,14.361,14.361,1,50,9271,209688.5,100.0,13,13.08
1786081776736,1509,v1,0.0556,0.4154,0.4367,1.0071,0.4818,0.02441,0.0768,0.001452,0.655,0,5,65.38,0.429,1,2848,4.0,3.429,0,50,10030,371887.5,61.3,15,5.84
1786081779283,1510,v1,0.0155,0.6306,0.2475,1.8056,0.6036,0.03147,0.1235,0.002236,0.66,0,12,21.9,0.371,1,2258,11.0,8.986,1,50,10359,245695.8,100.0,13,29.52
1786081781937,1511,v1,0.048,0.5174,0.322,1.9377,0.2928,0.00806,0.1895,0.001502,0.583,1,35,38.84,0.635,1,1146,19.567,17.142,0,50,9658,344555.8,84.94,16,5.79
1786081774597,1512,v1,0.0382,0.3752,0.4855,0.8115,0.1283,0.01698,0.2149,0.003441,0.694,1,24,56.92,0.862,1,1618,13.458,11.249,1,50,10523,236106.8,100.0,13,12.07
1786081777280,1513,v1,0.0163,0.6701,0.4772,0.923,0.4223,0.00977,0.1584,0.001425,0.659,1,21,24.18,0.609,1,0,13.0,13.0,1,50,11170,255676.8,100.0,13,5.32
1786081780082,1514,v1,0.0634,0.5878,0.3116,2.302,0.7357,0.00363,0.187,0.001989,0.657,0,22,68.21,0.856,1,0,17.836,17.836,0,50,10445,418009.4,87.21,17,7.51
1786081782410,1515,v1,0.0629,0.5382,0.1828,1.1216,0.2474,0.02343,0.2288,0.003187,0.613,0,36,25.46,0.757,1,817,12.299,11.48,1,50,11202,187219.8,100.0,5,11.55
1786081775180,1516,v1,0.0675,0.8093,0.1946,1.79,0.5519,0.02891,0.1917,0.001581,0.642,0,21,86.69,0.674,1,0,10.902,10.902,1,50,10680,191360.2,100.0,8,6.49
1786081777773,1517,v1,0.0304,0.4051,0.1426,0.9032,0.3796,0.02035,0.0794,0.00306,0.593,0,20,55.99,0.742,1,0,15.759,15.759,0,50,11211,303273.3,85.18,15,11.21
1786081780792,1518,v1,0.0706,0.2787,0.3342,2.1641,0.1475,0.00325,0.0623,0.002522,0.633,0,8,83.02,0.532,1,0,7.0,7.0,0,50,10279,450952.4,91.59,16,9.34
1786081783641,1519,v1,0.0674,0.5986,0.4724,0.9965,0.8158,0.01058,0.1678,0.001553,0.704,0,32,51.05,0.716,1,0,18.986,18.986,0,50,10495,327460.5,84.75,16,6.14
1786081775320,1520,v1,0.0545,0.7012,0.3698,1.2578,0.9027,0.03081,0.0717,0.00161,0.586,1,17,75.42,0.315,1,0,6.485,6.485,1,50,10351,92366.8,100.0,3,6.21
1786081778777,1521,v1,0.0272,0.9435,0.2758,2.0844,0.7122,0.01392,0.1871,0.003147,0.604,0,13,53.15,0.605,1,4863,12.0,7.479,0,50,11181,490058.2,48.23,17,11.55
1786081781120,1522,v1,0.0415,0.2811,0.443,1.6185,0.8784,0.01571,0.1303,0.002542,0.71,0,24,26.44,0.906,1,936,14.255,13.033,1,50,9823,225928.6,100.0,14,9.65
1786081783628,1523,v1,0.0272,0.3319,0.294,2.0179,0.1154,0.01812,0.2436,0.002425,0.66,1,11,25.98,0.524,1,7410,10.0,2.572,1,50,10242,275059.2,100.0,14,76.57
1786081775897,1524,v1,0.0725,0.2884,0.3443,1.9619,0.8611,0.00737,0.1645,0.002156,0.665,0,30,76.46,0.756,1,0,14.847,14.847,1,50,10075,233163.3,100.0,13,8.44
1786081778010,1525,v1,0.076,0.3607,0.3471,2.0711,0.9434,0.01774,0.2161,0.00332,0.597,1,36,78.85,0.992,1,0,11.203,11.203,1,50,10410,154645.1,100.0,5,12.03
1786081781073,1526,v1,0.0592,0.5894,0.4375,1.4342,0.2288,0.01922,0.1463,0.003454,0.683,1,32,43.24,0.774,1,1694,20.722,16.89,0,50,9908,407155.8,89.74,16,13.06
1786081783466,1527,v1,0.0121,0.4394,0.1882,2.3334,0.2219,0.00436,0.0534,0.002972,0.586,0,34,61.81,0.765,1,0,14.834,14.834,1,50,10235,237565.1,100.0,13,11.16
1786081785234,1528,v1,0.0278,0.7054,0.1759,0.9864,0.6054,0.02772,0.1761,0.003173,0.671,1,4,67.49,0.449,1,6434,3.0,1.212,1,50,10897,280877.7,100.0,13,64.37
1786081788520,1529,v1,0.0238,0.3178,0.2338,1.7441,0.4398,0.02431,0.1292,0.003477,0.653,0,4,59.4,0.334,1,2430,3.0,2.766,0,50,10456,413082.7,65.67,18,12.59
1786081791189,1530,v1,0.0478,0.906,0.3469,2.3975,0.2084,0.01412,0.2192,0.001223,0.653,0,12,46.93,0.824,1,4719,10.962,6.733,1,50,10174,268373.3,100.0,13,49.29
1786081795573,1531,v1,0.0189,0.8821,0.3898,1.0382,0.9477,0.01147,0.2127,0.002498,0.693,0,18,45.43,0.366,1,1958,17.0,13.96,0,50,10082,591725.9,0.0,-1,9.44
1786081785813,1532,v1,0.0573,0.3376,0.1185,1.4428,0.7571,0.02296,0.223,0.00127,0.647,1,31,98.55,0.472,1,0,18.033,18.033,0,50,10530,313856.4,96.61,16,4.88
1786081788553,1533,v1,0.0365,0.9747,0.1717,1.5508,0.9637,0.00362,0.1569,0.003535,0.62,1,11,92.33,0.868,1,10522,10.0,0.0,1,50,10912,290063.2,100.0,26,99.79
1786081793062,1534,v1,0.0265,0.328,0.3643,0.8966,0.4975,0.02267,0.1793,0.002144,0.581,1,13,45.05,0.682,1,6736,11.987,4.881,0,50,11670,498532.2,40.73,12,7.99
1786081796867,1535,v1,0.06,0.9717,0.4687,1.0438,0.5438,0.01793,0.0875,0.003455,0.692,0,15,69.61,0.918,1,5932,14.0,7.1,0,50,10849,525151.6,37.68,16,13.1
1786081787917,1536,v1,0.0194,0.4795,0.3442,2.2302,0.9878,0.00577,0.142,0.002273,0.631,0,28,87.73,0.696,1,0,0.0,0.0,0,50,10160,596724.0,0.0,-1,8.04
1786081790678,1537,v1,0.0654,0.9598,0.4168,1.3497,0.8687,0.01829,0.1701,0.003035,0.622,1,18,20.21,0.448,1,892,15.206,13.77,0,50,9772,300769.1,100.0,15,11.08
1786081793056,1538,v1,0.0543,0.3024,0.464,2.3858,0.5487,0.02845,0.1814,0.002337,0.591,1,9,68.13,0.345,1,1944,6.454,4.979,1,50,9946,153465.5,100.0,4,27.28
1786081795285,1539,v1,0.0564,0.887,0.4815,1.0184,0.9192,0.0235,0.0904,0.002782,0.682,0,17,58.48,0.317,1,0,11.086,11.086,1,50,10227,187101.1,100.0,8,10.33
1786081786487,1540,v1,0.0607,0.6195,0.3357,1.7418,0.2118,0.02617,0.1511,0.003713,0.708,0,16,65.57,0.602,1,0,13.0,13.0,1,50,10415,232336.9,100.0,13,14.02
1786081790768,1541,v1,0.0787,0.7051,0.2049,2.4521,0.2496,0.02085,0.2114,0.002002,0.655,1,8,59.21,0.905,1,10079,7.0,0.0,0,50,10199,622026.0,0.0,-1,7.47
1786081793466,1542,v1,0.0442,0.3363,0.4672,1.2066,0.1584,0.00995,0.0599,0.001505,0.683,0,34,84.46,0.73,1,0,15.094,15.094,1,50,10765,256571.2,100.0,13,5.88
1786081795890,1543,v1,0.0427,0.7307,0.1712,1.6004,0.5372,0.02727,0.1772,0.003024,0.699,0,4,81.61,0.93,1,0,3.0,3.0,1,50,10595,235156.0,100.0,13,11.21
1786081789194,1544,v1,0.0145,0.8035,0.3311,1.5518,0.3597,0.02774,0.0568,0.003126,0.608,1,8,61.45,0.858,1,10858,7.0,0.0,0,50,11102,631822.1,0.0,-1,11.46
1786081791327,1545,v1,0.0561,0.5229,0.1447,2.429,0.8934,0.024,0.065,0.001371,0.596,1,23,52.6,0.469,1,0,11.614,11.614,1,50,9831,192313.1,100.0,10,5.32
1786081793605,1546,v1,0.0787,0.4217,0.2999,2.098,0.8265,0.01885,0.0695,0.002164,0.586,0,9,61.86,0.843,1,254,5.797,5.65,1,50,10607,102139.4,100.0,4,8.43
1786081796104,1547,v1,0.0144,0.5517,0.4774,1.7831,0.8776,0.02804,0.1576,0.002864,0.584,1,25,49.23,0.499,1,1227,11.493,10.093,1,50,10679,191849.6,100.0,7,19.2
1786081787732,1548,v1,0.044,0.3954,0.4381,2.1365,0.4989,0.01084,0.139,0.002988,0.656,1,23,95.81,0.886,1,0,13.394,13.394,1,50,10786,252106.4,100.0,13,11.25
1786081790367,1549,v1,0.0604,0.8189,0.17,2.2458,0.8642,0.02126,0.2001,0.003237,0.697,0,8,83.09,0.378,1,0,7.0,7.0,1,50,10493,239001.0,100.0,13,11.63
1786081793259,1550,v1,0.0111,0.6491,0.2265,1.5964,0.9554,0.03185,0.1334,0.002948,0.605,1,32,49.8,0.77,1,1630,17.216,14.339,0,50,10546,312320.5,88.08,14,11.05
1786081796407,1551,v1,0.0733,0.4085,0.2373,2.1082,0.3572,0.00638,0.246,0.00262,0.696,0,25,38.82,0.525,1,0,18.906,18.906,0,50,10248,482732.2,84.95,17,9.87
1786081788646,1552,v1,0.0177,0.9553,0.4329,1.3859,0.5302,0.00983,0.1658,0.003326,0.599,1,20,68.91,0.392,1,0,18.197,18.197,0,50,10570,353866.5,83.93,18,12.39
1786081790868,1553,v1,0.0359,0.5865,0.4432,1.9912,0.6172,0.02673,0.2166,0.003327,0.609,0,17,54.78,0.358,1,0,10.281,10.281,1,50,10164,163379.3,100.0,7,12.5
