row_index,replicate_id,peak_mutiny,collapse_quarter
64.0,3,87.43599999999999,14.8
64.0,4,87.43599999999999,14.8
65.0,0,63.99400000000001,14.4
65.0,1,63.99400000000001,14.4
65.0,2,63.99400000000001,14.4
65.0,3,63.99400000000001,14.4
65.0,4,63.99400000000001,14.4
66.0,0,96.632,13.8
66.0,1,96.632,13.8
66.0,2,96.632,13.8
66.0,3,96.632,13.8
66.0,4,96.632,13.8
67.0,0,96.02,12.4
67.0,1,96.02,12.4
67.0,2,96.02,12.4
67.0,3,96.02,12.4
67.0,4,96.02,12.4
68.0,0,96.632,13.8
68.0,1,96.632,13.8
68.0,2,96.632,13.8
68.0,3,96.632,13.8
68.0,4,96.632,13.8
69.0,0,96.632,13.8
69.0,1,96.632,13.8
69.0,2,96.632,13.8
69.0,3,96.632,13.8
69.0,4,96.632,13.8
70.0,0,95.844,14.4
70.0,1,95.844,14.4
70.0,2,95.844,14.4
70.0,3,95.844,14.4
70.0,4,95.844,14.4
71.0,0,94.268,14.0
71.0,1,94.268,14.0
71.0,2,94.268,14.0
71.0,3,94.268,14.0
71.0,4,94.268,14.0
72.0,0,75.744,15.4
72.0,1,75.744,15.4
72.0,2,75.744,15.4
72.0,3,75.744,15.4
72.0,4,75.744,15.4
73.0,0,77.176,11.6
73.0,1,77.176,11.6
73.0,2,77.176,11.6
73.0,3,77.176,11.6
73.0,4,77.176,11.6
74.0,0,92.418,13.2
74.0,1,92.418,13.2
74.0,2,92.418,13.2
74.0,3,92.418,13.2
74.0,4,92.418,13.2
75.0,0,73.874,15.6
75.0,1,73.874,15.6
75.0,2,73.874,15.6
75.0,3,73.874,15.6
75.0,4,73.874,15.6
76.0,0,59.776,14.8
76.0,1,59.776,14.8
76.0,2,59.776,14.8
76.0,3,59.776,14.8
76.0,4,59.776,14.8
77.0,0,92.982,14.8
77.0,1,92.982,14.8
77.0,2,92.982,14.8
77.0,3,92.982,14.8
77.0,4,92.982,14.8
78.0,0,96.13,14.4
78.0,1,96.13,14.4
78.0,2,96.13,14.4
