row_index,replicate_id,peak_mutiny,collapse_quarter
27.0,0,84.694,12.8
27.0,1,84.694,12.8
27.0,2,84.694,12.8
27.0,3,84.694,12.8
27.0,4,84.694,12.8
28.0,0,86.30799999999999,12.8
28.0,1,86.30799999999999,12.8
28.0,2,86.30799999999999,12.8
28.0,3,86.30799999999999,12.8
28.0,4,86.30799999999999,12.8
29.0,0,84.694,12.8
29.0,1,84.694,12.8
29.0,2,84.694,12.8
29.0,3,84.694,12.8
29.0,4,84.694,12.8
30.0,0,92.012,13.8
30.0,1,92.012,13.8
30.0,2,92.012,13.8
30.0,3,92.012,13.8
30.0,4,92.012,13.8
31.0,0,89.6,12.8
31.0,1,89.6,12.8
31.0,2,89.6,12.8
31.0,3,89.6,12.8
31.0,4,89.6,12.8
32.0,0,84.694,12.6
32.0,1,84.694,12.6
32.0,2,84.694,12.6
32.0,3,84.694,12.6
32.0,4,84.694,12.6
33.0,0,72.55199999999999,17.6
33.0,1,72.55199999999999,17.6
33.0,2,72.55199999999999,17.6
33.0,3,72.55199999999999,17.6
33.0,4,72.55199999999999,17.6
34.0,0,82.852,16.0
34.0,1,82.852,16.0
34.0,2,82.852,16.0
34.0,3,82.852,16.0
34.0,4,82.852,16.0
35.0,0,20.0,2.0
35.0,1,20.0,2.0
35.0,2,20.0,2.0
35.0,3,20.0,2.0
35.0,4,20.0,2.0
36.0,0,81.80199999999999,16.2
36.0,1,81.80199999999999,16.2
36.0,2,81.80199999999999,16.2
36.0,3,81.80199999999999,16.2
36.0,4,81.80199999999999,16.2
37.0,0,89.60799999999999,15.4
37.0,1,89.60799999999999,15.4
37.0,2,89.60799999999999,15.4
37.0,3,89.60799999999999,15.4
37.0,4,89.60799999999999,15.4
38.0,0,81.80199999999999,16.2
38.0,1,81.80199999999999,16.2
38.0,2,81.80199999999999,16.2
38.0,3,81.80199999999999,16.2
38.0,4,81.80199999999999,16.2
39.0,0,89.152,15.4
39.0,1,89.152,15.4
39.0,2,89.152,15.4
39.0,3,89.152,15.4
39.0,4,89.152,15.4
40.0,0,86.30799999999999,16.0
40.0,1,86.30799999999999,16.0
40.0,2,86.30799999999999,16.0
40.0,3,86.30799999999999,16.0
40.0,4,86.30799999999999,16.0
41.0,0,81.85999999999999,16.2
41.0,1,81.85999999999999,16.2
41.0,2,81.85999999999999,16.2
41.0,3,81.85999999999999,16.2
41.0,4,81.85999999999999,16.2
42.0,0,83.632,16.0
42.0,1,83.632,16.0
42.0,2,83.632,16.0
42.0,3,83.632,16.0
42.0,4,83.632,16.0
43.0,0,70.59400000000001,17.6
43.0,1,70.59400000000001,17.6
43.0,2,70.59400000000001,17.6
43.0,3,70.59400000000001,17.6
43.0,4,70.59400000000001,17.6
44.0,0,89.966,15.4
44.0,1,89.966,15.4
44.0,2,89.966,15.4
44.0,3,89.966,15.4
44.0,4,89.966,15.4
45.0,0,91.042,13.4
45.0,1,91.042,13.4
45.0,2,91.042,13.4
45.0,3,91.042,13.4
45.0,4,91.042,13.4
46.0,0,20.0,1.8
46.0,1,20.0,1.8
46.0,2,20.0,1.8
46.0,3,20.0,1.8
46.0,4,20.0,1.8
47.0,0,91.042,13.4
47.0,1,91.042,13.4
47.0,2,91.042,13.4
47.0,3,91.042,13.4
47.0,4,91.042,13.4
48.0,0,92.926,13.6
48.0,1,92.926,13.6
48.0,2,92.926,13.6
48.0,3,92.926,13.6
48.0,4,92.926,13.6
49.0,0,84.462,12.8
49.0,1,84.462,12.8
49.0,2,84.462,12.8
49.0,3,84.462,12.8
49.0,4,84.462,12.8
50.0,0,91.042,13.4
50.0,1,91.042,13.4
50.0,2,91.042,13.4
50.0,3,91.042,13.4
50.0,4,91.042,13.4
51.0,0,88.108,13.0
51.0,1,88.108,13.0
51.0,2,88.108,13.0
51.0,3,88.108,13.0
51.0,4,88.108,13.0
52.0,0,86.352,14.4
52.0,1,86.352,14.4
52.0,2,86.352,14.4
52.0,3,86.352,14.4
52.0,4,86.352,14.4
53.0,0,20.0,1.8
53.0,1,20.0,1.8
53.0,2,20.0,1.8
53.0,3,20.0,1.8
53.0,4,20.0,1.8
54.0,0,81.97,16.2
54.0,1,81.97,16.2
54.0,2,81.97,16.2
54.0,3,81.97,16.2
54.0,4,81.97,16.2
55.0,0,37.434000000000005,5.8
55.0,1,37.434000000000005,5.8
55.0,2,37.434000000000005,5.8
55.0,3,37.434000000000005,5.8
55.0,4,37.434000000000005,5.8
56.0,0,81.97,16.2
56.0,1,81.97,16.2
56.0,2,81.97,16.2
56.0,3,81.97,16.2
56.0,4,81.97,16.2
57.0,0,81.462,16.2
57.0,1,81.462,16.2
57.0,2,81.462,16.2
57.0,3,81.462,16.2
57.0,4,81.462,16.2
58.0,0,74.106,16.8
58.0,1,74.106,16.8
58.0,2,74.106,16.8
58.0,3,74.106,16.8
58.0,4,74.106,16.8
59.0,0,81.97,16.2
59.0,1,81.97,16.2
59.0,2,81.97,16.2
59.0,3,81.97,16.2
59.0,4,81.97,16.2
60.0,0,88.01199999999999,15.2
60.0,1,88.01199999999999,15.2
60.0,2,88.01199999999999,15.2
60.0,3,88.01199999999999,15.2
60.0,4,88.01199999999999,15.2
61.0,0,91.448,16.0
61.0,1,91.448,16.0
61.0,2,91.448,16.0
61.0,3,91.448,16.0
61.0,4,91.448,16.0
62.0,0,82.62199999999999,16.0
62.0,1,82.62199999999999,16.0
62.0,2,82.62199999999999,16.0
62.0,3,82.62199999999999,16.0
62.0,4,82.62199999999999,16.0
63.0,0,89.028,14.4
63.0,1,89.028,14.4
63.0,2,89.028,14.4
63.0,3,89.028,14.4
63.0,4,89.028,14.4
64.0,0,89.468,12.2
64.0,1,89.468,12.2
64.0,2,89.468,12.2
64.0,3,89.468,12.2
64.0,4,89.468,12.2
65.0,0,89.028,14.6
65.0,1,89.028,14.6
65.0,2,89.028,14.6
65.0,3,89.028,14.6
65.0,4,89.028,14.6
66.0,0,85.928,15.2
66.0,1,85.928,15.2
66.0,2,85.928,15.2
66.0,3,85.928,15.2
66.0,4,85.928,15.2
67.0,0,86.394,13.6
67.0,1,86.394,13.6
67.0,2,86.394,13.6
67.0,3,86.394,13.6
67.0,4,86.394,13.6
68.0,0,89.028,14.4
68.0,1,89.028,14.4
68.0,2,89.028,14.4
68.0,3,89.028,14.4
68.0,4,89.028,14.4
69.0,0,76.334,16.8
69.0,1,76.334,16.8
69.0,2,76.334,16.8
69.0,3,76.334,16.8
69.0,4,76.334,16.8
70.0,0,84.23400000000001,12.4
70.0,1,84.23400000000001,12.4
70.0,2,84.23400000000001,12.4
70.0,3,84.23400000000001,12.4
70.0,4,84.23400000000001,12.4
71.0,0,93.81,12.6
71.0,1,93.81,12.6
71.0,2,93.81,12.6
71.0,3,93.81,12.6
71.0,4,93.81,12.6
72.0,0,75.506,17.0
72.0,1,75.506,17.0
72.0,2,75.506,17.0
72.0,3,75.506,17.0
72.0,4,75.506,17.0
73.0,0,86.084,15.2
73.0,1,86.084,15.2
73.0,2,86.084,15.2
73.0,3,86.084,15.2
73.0,4,86.084,15.2
74.0,0,75.506,16.8
74.0,1,75.506,16.8
74.0,2,75.506,16.8
74.0,3,75.506,16.8
74.0,4,75.506,16.8
75.0,0,75.53399999999999,17.0
75.0,1,75.53399999999999,17.0
75.0,2,75.53399999999999,17.0
75.0,3,75.53399999999999,17.0
75.0,4,75.53399999999999,17.0
76.0,0,82.73400000000001,16.0
76.0,1,82.73400000000001,16.0
76.0,2,82.73400000000001,16.0
76.0,3,82.73400000000001,16.0
76.0,4,82.73400000000001,16.0
77.0,0,75.486,17.0
77.0,1,75.486,17.0
77.0,2,75.486,17.0
77.0,3,75.486,17.0
77.0,4,75.486,17.0
78.0,0,20.0,2.2
78.0,1,20.0,2.2
78.0,2,20.0,2.2
78.0,3,20.0,2.2
78.0,4,20.0,2.2
79.0,0,80.638,16.0
79.0,1,80.638,16.0
79.0,2,80.638,16.0
79.0,3,80.638,16.0
79.0,4,80.638,16.0
80.0,0,81.978,16.2
80.0,1,81.978,16.2
80.0,2,81.978,16.2
80.0,3,81.978,16.2
80.0,4,81.978,16.2
81.0,0,94.11,12.6
81.0,1,94.11,12.6
81.0,2,94.11,12.6
81.0,3,94.11,12.6
81.0,4,94.11,12.6
82.0,0,86.39200000000001,15.4
82.0,1,86.39200000000001,15.4
82.0,2,86.39200000000001,15.4
82.0,3,86.39200000000001,15.4
82.0,4,86.39200000000001,15.4
83.0,0,94.11,12.6
83.0,1,94.11,12.6
83.0,2,94.11,12.6
83.0,3,94.11,12.6
83.0,4,94.11,12.6
84.0,0,94.61,13.0
84.0,1,94.61,13.0
84.0,2,94.61,13.0
84.0,3,94.61,13.0
84.0,4,94.61,13.0
85.0,0,83.30199999999999,13.2
85.0,1,83.30199999999999,13.2
85.0,2,83.30199999999999,13.2
85.0,3,83.30199999999999,13.2
85.0,4,83.30199999999999,13.2
86.0,0,94.11,12.6
86.0,1,94.11,12.6
86.0,2,94.11,12.6
86.0,3,94.11,12.6
86.0,4,94.11,12.6
87.0,0,94.566,12.0
87.0,1,94.566,12.0
87.0,2,94.566,12.0
87.0,3,94.566,12.0
87.0,4,94.566,12.0
88.0,0,90.356,12.2
88.0,1,90.356,12.2
88.0,2,90.356,12.2
88.0,3,90.356,12.2
88.0,4,90.356,12.2
89.0,0,86.968,14.4
89.0,1,86.968,14.4
89.0,2,86.968,14.4
89.0,3,86.968,14.4
89.0,4,86.968,14.4
90.0,0,82.14399999999999,16.2
90.0,1,82.14399999999999,16.2
90.0,2,82.14399999999999,16.2
90.0,3,82.14399999999999,16.2
90.0,4,82.14399999999999,16.2
91.0,0,20.0,2.0
91.0,1,20.0,2.0
91.0,2,20.0,2.0
91.0,3,20.0,2.0
91.0,4,20.0,2.0
92.0,0,82.14399999999999,16.2
92.0,1,82.14399999999999,16.2
92.0,2,82.14399999999999,16.2
92.0,3,82.14399999999999,16.2
92.0,4,82.14399999999999,16.2
93.0,0,83.724,16.2
93.0,1,83.724,16.2
93.0,2,83.724,16.2
93.0,3,83.724,16.2
93.0,4,83.724,16.2
94.0,0,82.0,16.2
94.0,1,82.0,16.2
94.0,2,82.0,16.2
94.0,3,82.0,16.2
94.0,4,82.0,16.2
95.0,0,82.14399999999999,16.2
95.0,1,82.14399999999999,16.2
95.0,2,82.14399999999999,16.2
95.0,3,82.14399999999999,16.2
95.0,4,82.14399999999999,16.2
96.0,0,89.794,16.0
96.0,1,89.794,16.0
96.0,2,89.794,16.0
96.0,3,89.794,16.0
96.0,4,89.794,16.0
97.0,0,81.53,16.2
97.0,1,81.53,16.2
97.0,2,81.53,16.2
97.0,3,81.53,16.2
97.0,4,81.53,16.2
98.0,0,72.482,17.4
98.0,1,72.482,17.4
98.0,2,72.482,17.4
98.0,3,72.482,17.4
98.0,4,72.482,17.4
99.0,0,83.86600000000001,13.4
99.0,1,83.86600000000001,13.4
99.0,2,83.86600000000001,13.4
99.0,3,83.86600000000001,13.4
99.0,4,83.86600000000001,13.4
100.0,0,93.832,12.8
100.0,1,93.832,12.8
100.0,2,93.832,12.8
100.0,3,93.832,12.8
100.0,4,93.832,12.8
101.0,0,83.86600000000001,13.6
101.0,1,83.86600000000001,13.6
101.0,2,83.86600000000001,13.6
101.0,3,83.86600000000001,13.6
101.0,4,83.86600000000001,13.6
102.0,0,87.19800000000001,13.6
102.0,1,87.19800000000001,13.6
102.0,2,87.19800000000001,13.6
102.0,3,87.19800000000001,13.6
102.0,4,87.19800000000001,13.6
103.0,0,85.40599999999999,13.6
103.0,1,85.40599999999999,13.6
103.0,2,85.40599999999999,13.6
103.0,3,85.40599999999999,13.6
103.0,4,85.40599999999999,13.6
104.0,0,83.86600000000001,13.4
104.0,1,83.86600000000001,13.4
104.0,2,83.86600000000001,13.4
104.0,3,83.86600000000001,13.4
104.0,4,83.86600000000001,13.4
105.0,0,85.85799999999999,12.4
105.0,1,85.85799999999999,12.4
105.0,2,85.85799999999999,12.4
105.0,3,85.85799999999999,12.4
105.0,4,85.85799999999999,12.4
106.0,0,93.638,13.4
106.0,1,93.638,13.4
106.0,2,93.638,13.4
106.0,3,93.638,13.4
106.0,4,93.638,13.4
107.0,0,93.96,12.2
107.0,1,93.96,12.2
107.0,2,93.96,12.2
107.0,3,93.96,12.2
107.0,4,93.96,12.2
108.0,0,75.02200000000002,16.8
108.0,1,75.02200000000002,16.8
108.0,2,75.02200000000002,16.8
108.0,3,75.02200000000002,16.8
108.0,4,75.02200000000002,16.8
109.0,0,82.896,16.0
109.0,1,82.896,16.0
109.0,2,82.896,16.0
109.0,3,82.896,16.0
109.0,4,82.896,16.0
110.0,0,75.02200000000002,16.8
110.0,1,75.02200000000002,16.8
110.0,2,75.02200000000002,16.8
110.0,3,75.02200000000002,16.8
110.0,4,75.02200000000002,16.8
111.0,0,76.038,16.8
111.0,1,76.038,16.8
111.0,2,76.038,16.8
111.0,3,76.038,16.8
111.0,4,76.038,16.8
112.0,0,67.32000000000001,17.6
112.0,1,67.32000000000001,17.6
112.0,2,67.32000000000001,17.6
112.0,3,67.32000000000001,17.6
112.0,4,67.32000000000001,17.6
113.0,0,74.88600000000001,16.8
113.0,1,74.88600000000001,16.8
113.0,2,74.88600000000001,16.8
113.0,3,74.88600000000001,16.8
113.0,4,74.88600000000001,16.8
114.0,0,28.424,5.8
114.0,1,28.424,5.8
114.0,2,28.424,5.8
114.0,3,28.424,5.8
114.0,4,28.424,5.8
115.0,0,92.028,12.2
115.0,1,92.028,12.2
115.0,2,92.028,12.2
115.0,3,92.028,12.2
115.0,4,92.028,12.2
116.0,0,91.798,14.2
116.0,1,91.798,14.2
116.0,2,91.798,14.2
116.0,3,91.798,14.2
116.0,4,91.798,14.2
117.0,0,88.07399999999998,15.4
117.0,1,88.07399999999998,15.4
117.0,2,88.07399999999998,15.4
117.0,3,88.07399999999998,15.4
117.0,4,88.07399999999998,15.4
118.0,0,88.374,15.4
118.0,1,88.374,15.4
118.0,2,88.374,15.4
118.0,3,88.374,15.4
118.0,4,88.374,15.4
119.0,0,88.07399999999998,15.4
119.0,1,88.07399999999998,15.4
119.0,2,88.07399999999998,15.4
119.0,3,88.07399999999998,15.4
119.0,4,88.07399999999998,15.4
120.0,0,89.77000000000001,15.4
120.0,1,89.77000000000001,15.4
120.0,2,89.77000000000001,15.4
120.0,3,89.77000000000001,15.4
120.0,4,89.77000000000001,15.4
121.0,0,86.588,15.4
121.0,1,86.588,15.4
121.0,2,86.588,15.4
121.0,3,86.588,15.4
121.0,4,86.588,15.4
122.0,0,88.07399999999998,15.4
122.0,1,88.07399999999998,15.4
122.0,2,88.07399999999998,15.4
122.0,3,88.07399999999998,15.4
122.0,4,88.07399999999998,15.4
123.0,0,83.94,13.6
123.0,1,83.94,13.6
123.0,2,83.94,13.6
123.0,3,83.94,13.6
123.0,4,83.94,13.6
124.0,0,88.018,16.0
124.0,1,88.018,16.0
124.0,2,88.018,16.0
124.0,3,88.018,16.0
124.0,4,88.018,16.0
125.0,0,84.248,13.6
125.0,1,84.248,13.6
125.0,2,84.248,13.6
125.0,3,84.248,13.6
125.0,4,84.248,13.6
126.0,0,75.732,17.6
126.0,1,75.732,17.6
126.0,2,75.732,17.6
126.0,3,75.732,17.6
126.0,4,75.732,17.6
127.0,0,80.086,16.8
127.0,1,80.086,16.8
127.0,2,80.086,16.8
127.0,3,80.086,16.8
127.0,4,80.086,16.8
128.0,0,75.732,17.6
128.0,1,75.732,17.6
128.0,2,75.732,17.6
128.0,3,75.732,17.6
128.0,4,75.732,17.6
129.0,0,72.53200000000001,17.8
129.0,1,72.53200000000001,17.8
129.0,2,72.53200000000001,17.8
129.0,3,72.53200000000001,17.8
129.0,4,72.53200000000001,17.8
130.0,0,74.442,17.8
130.0,1,74.442,17.8
130.0,2,74.442,17.8
130.0,3,74.442,17.8
130.0,4,74.442,17.8
131.0,0,75.732,17.6
131.0,1,75.732,17.6
131.0,2,75.732,17.6
131.0,3,75.732,17.6
131.0,4,75.732,17.6
132.0,0,77.322,17.2
132.0,1,77.322,17.2
132.0,2,77.322,17.2
132.0,3,77.322,17.2
132.0,4,77.322,17.2
133.0,0,81.6,16.2
133.0,1,81.6,16.2
133.0,2,81.6,16.2
133.0,3,81.6,16.2
133.0,4,81.6,16.2
134.0,0,91.97,16.0
134.0,1,91.97,16.0
134.0,2,91.97,16.0
134.0,3,91.97,16.0
134.0,4,91.97,16.0
135.0,0,38.578,9.6
135.0,1,38.578,9.6
135.0,2,38.578,9.6
135.0,3,38.578,9.6
135.0,4,38.578,9.6
136.0,0,79.514,16.2
136.0,1,79.514,16.2
136.0,2,79.514,16.2
136.0,3,79.514,16.2
136.0,4,79.514,16.2
137.0,0,38.578,9.6
137.0,1,38.578,9.6
137.0,2,38.578,9.6
137.0,3,38.578,9.6
137.0,4,38.578,9.6
138.0,0,75.466,16.8
138.0,1,75.466,16.8
138.0,2,75.466,16.8
138.0,3,75.466,16.8
138.0,4,75.466,16.8
139.0,0,36.288,5.8
139.0,1,36.288,5.8
139.0,2,36.288,5.8
139.0,3,36.288,5.8
139.0,4,36.288,5.8
140.0,0,38.578,9.6
140.0,1,38.578,9.6
140.0,2,38.578,9.6
140.0,3,38.578,9.6
140.0,4,38.578,9.6
141.0,0,56.972,17.6
141.0,1,56.972,17.6
141.0,2,56.972,17.6
141.0,3,56.972,17.6
141.0,4,56.972,17.6
142.0,0,20.0,2.0
142.0,1,20.0,2.0
142.0,2,20.0,2.0
142.0,3,20.0,2.0
142.0,4,20.0,2.0
143.0,0,25.476,5.8
143.0,1,25.476,5.8
143.0,2,25.476,5.8
143.0,3,25.476,5.8
143.0,4,25.476,5.8
144.0,0,37.297999999999995,5.8
144.0,1,37.297999999999995,5.8
144.0,2,37.297999999999995,5.8
144.0,3,37.297999999999995,5.8
144.0,4,37.297999999999995,5.8
145.0,0,93.778,15.2
145.0,1,93.778,15.2
145.0,2,93.778,15.2
145.0,3,93.778,15.2
145.0,4,93.778,15.2
146.0,0,37.297999999999995,5.8
146.0,1,37.297999999999995,5.8
146.0,2,37.297999999999995,5.8
146.0,3,37.297999999999995,5.8
146.0,4,37.297999999999995,5.8
147.0,0,25.024,5.8
147.0,1,25.024,5.8
147.0,2,25.024,5.8
147.0,3,25.024,5.8
147.0,4,25.024,5.8
148.0,0,20.0,2.0
148.0,1,20.0,2.0
148.0,2,20.0,2.0
148.0,3,20.0,2.0
148.0,4,20.0,2.0
149.0,0,37.297999999999995,5.8
149.0,1,37.297999999999995,5.8
149.0,2,37.297999999999995,5.8
149.0,3,37.297999999999995,5.8
149.0,4,37.297999999999995,5.8
150.0,0,70.43800000000002,17.4
150.0,1,70.43800000000002,17.4
150.0,2,70.43800000000002,17.4
150.0,3,70.43800000000002,17.4
150.0,4,70.43800000000002,17.4
151.0,0,20.0,2.2
151.0,1,20.0,2.2
151.0,2,20.0,2.2
151.0,3,20.0,2.2
151.0,4,20.0,2.2
152.0,0,76.522,16.8
152.0,1,76.522,16.8
152.0,2,76.522,16.8
152.0,3,76.522,16.8
152.0,4,76.522,16.8
153.0,0,81.976,16.2
153.0,1,81.976,16.2
153.0,2,81.976,16.2
153.0,3,81.976,16.2
153.0,4,81.976,16.2
154.0,0,33.47599999999999,5.8
154.0,1,33.47599999999999,5.8
154.0,2,33.47599999999999,5.8
154.0,3,33.47599999999999,5.8
154.0,4,33.47599999999999,5.8
155.0,0,81.976,16.2
155.0,1,81.976,16.2
155.0,2,81.976,16.2
155.0,3,81.976,16.2
155.0,4,81.976,16.2
156.0,0,87.54,16.0
156.0,1,87.54,16.0
156.0,2,87.54,16.0
156.0,3,87.54,16.0
156.0,4,87.54,16.0
157.0,0,82.976,16.0
157.0,1,82.976,16.0
157.0,2,82.976,16.0
157.0,3,82.976,16.0
157.0,4,82.976,16.0
158.0,0,81.976,16.2
158.0,1,81.976,16.2
158.0,2,81.976,16.2
158.0,3,81.976,16.2
158.0,4,81.976,16.2
159.0,0,85.11200000000001,16.0
159.0,1,85.11200000000001,16.0
159.0,2,85.11200000000001,16.0
159.0,3,85.11200000000001,16.0
159.0,4,85.11200000000001,16.0
160.0,0,85.24,13.6
160.0,1,85.24,13.6
160.0,2,85.24,13.6
160.0,3,85.24,13.6
160.0,4,85.24,13.6
161.0,0,87.22,14.0
161.0,1,87.22,14.0
161.0,2,87.22,14.0
161.0,3,87.22,14.0
161.0,4,87.22,14.0
162.0,0,93.676,12.8
162.0,1,93.676,12.8
162.0,2,93.676,12.8
162.0,3,93.676,12.8
162.0,4,93.676,12.8
163.0,0,84.408,13.4
163.0,1,84.408,13.4
163.0,2,84.408,13.4
163.0,3,84.408,13.4
163.0,4,84.408,13.4
164.0,0,93.676,12.8
164.0,1,93.676,12.8
164.0,2,93.676,12.8
164.0,3,93.676,12.8
164.0,4,93.676,12.8
165.0,0,92.68,12.6
165.0,1,92.68,12.6
165.0,2,92.68,12.6
165.0,3,92.68,12.6
165.0,4,92.68,12.6
166.0,0,92.266,12.6
166.0,1,92.266,12.6
166.0,2,92.266,12.6
166.0,3,92.266,12.6
166.0,4,92.266,12.6
167.0,0,93.676,12.8
167.0,1,93.676,12.8
167.0,2,93.676,12.8
167.0,3,93.676,12.8
167.0,4,93.676,12.8
168.0,0,88.23800000000001,13.0
168.0,1,88.23800000000001,13.0
168.0,2,88.23800000000001,13.0
168.0,3,88.23800000000001,13.0
168.0,4,88.23800000000001,13.0
169.0,0,93.686,14.2
169.0,1,93.686,14.2
169.0,2,93.686,14.2
169.0,3,93.686,14.2
169.0,4,93.686,14.2
170.0,0,73.408,16.8
170.0,1,73.408,16.8
170.0,2,73.408,16.8
170.0,3,73.408,16.8
170.0,4,73.408,16.8
171.0,0,20.0,1.8
171.0,1,20.0,1.8
171.0,2,20.0,1.8
171.0,3,20.0,1.8
171.0,4,20.0,1.8
172.0,0,82.08200000000001,16.2
172.0,1,82.08200000000001,16.2
172.0,2,82.08200000000001,16.2
172.0,3,82.08200000000001,16.2
172.0,4,82.08200000000001,16.2
173.0,0,20.0,1.8
173.0,1,20.0,1.8
173.0,2,20.0,1.8
173.0,3,20.0,1.8
173.0,4,20.0,1.8
174.0,0,20.0,1.8
174.0,1,20.0,1.8
174.0,2,20.0,1.8
174.0,3,20.0,1.8
174.0,4,20.0,1.8
175.0,0,20.0,1.8
175.0,1,20.0,1.8
175.0,2,20.0,1.8
175.0,3,20.0,1.8
175.0,4,20.0,1.8
176.0,0,20.0,1.8
176.0,1,20.0,1.8
176.0,2,20.0,1.8
176.0,3,20.0,1.8
176.0,4,20.0,1.8
177.0,0,75.564,17.2
177.0,1,75.564,17.2
177.0,2,75.564,17.2
177.0,3,75.564,17.2
177.0,4,75.564,17.2
178.0,0,77.334,17.2
178.0,1,77.334,17.2
178.0,2,77.334,17.2
178.0,3,77.334,17.2
178.0,4,77.334,17.2
179.0,0,93.33,12.6
179.0,1,93.33,12.6
179.0,2,93.33,12.6
179.0,3,93.33,12.6
179.0,4,93.33,12.6
180.0,0,93.192,14.4
180.0,1,93.192,14.4
180.0,2,93.192,14.4
180.0,3,93.192,14.4
180.0,4,93.192,14.4
181.0,0,87.29,15.4
181.0,1,87.29,15.4
181.0,2,87.29,15.4
181.0,3,87.29,15.4
181.0,4,87.29,15.4
182.0,0,93.192,14.4
182.0,1,93.192,14.4
182.0,2,93.192,14.4
182.0,3,93.192,14.4
182.0,4,93.192,14.4
183.0,0,89.86999999999999,13.6
183.0,1,89.86999999999999,13.6
183.0,2,89.86999999999999,13.6
183.0,3,89.86999999999999,13.6
183.0,4,89.86999999999999,13.6
184.0,0,94.338,13.0
184.0,1,94.338,13.0
184.0,2,94.338,13.0
184.0,3,94.338,13.0
184.0,4,94.338,13.0
185.0,0,93.192,14.4
